442,266,462,51,212,689,308,866,68,682,
214,465,350,323,450,113,128,630,454,782,
451,344,426,986,86,385,573,302,690,863,
892,985,975,980,487,279,274,94,898,34,
71,81,817,656,505,448,819,267,890,816,
190,579,48,773,686,301,896,761,641,850,
844,572,905,900,385,287,503,522,733,184,
663,442,219,687,659,516,783,157,251,895,
381,264,83,801,244,426,88,357,702,306,
931,218,175,314,239,978,466,148,615,455,
830,960,567,864,994,841,217,423,748,36,
669,134,198,790,203,13,421,41,760,666,
140,623,323,510,616,97,195,763,317,698,
23,224,361,831,579,623,518,532,771,206,
402,419,776,114,146,422,767,765,356,356,
506,682,88,808,812,547,697,898,338,575,
201,890,92,719,583,578,827,640,10,790,
503,72,187,547,228,997,741,43,578,404,
323,254,553,859,112,235,685,838,819,240,
260,763,913,439,885,430,357,641,911,357,
148,378,820,549,624,755,923,925,583,90,
944,75,796,128,377,759,127,147,300,313,
606,879,228,375,433,439,777,759,180,756,
81,349,154,981,980,939,925,948,891,163,
116,501,270,944,647,429,14,689,911,634,
930,685,596,514,359,893,774,192,243,626,
223,644,880,330,350,659,458,179,730,535,
760,687,425,932,634,701,126,81,54,16,
73,939,136,622,444,854,335,398,101,229,
1,625,575,118,502,456,584,31,514,757,
793,448,555,827,299,228,992,242,345,436,
544,158,384,839,982,524,191,452,125,558,
435,826,900,973,627,386,161,666,474,279,
444,135,376,747,151,944,790,86,921,799,
269,960,475,207,347,171,317,638,970,175,
600,805,483,867,176,191,978,930,251,531,
337,800,84,80,458,65,626,530,54,946,
153,57,439,330,654,434,126,681,562,541,
82,667,587,330,869,560,453,363,740,409,
423,81,381,240,314,751,907,300,842,300,
532,443,351,302,30,688,763,907,89,249,
584,270,14,852,489,307,790,370,911,192,
371,712,661,284,627,277,803,35,487,547,
343,184,768,90,964,306,652,817,702,441,
947,218,389,823,134,305,125,512,138,255,
176,821,598,222,576,620,250,437,798,616,
787,262,151,824,934,118,473,776,219,519,
576,465,82,65,902,96,384,50,315,196,
715,525,909,385,608,24,470,511,981,852,
134,886,779,906,650,964,158,694,178,217,
80,68,384,104,266,520,986,223,77,293,
393,817,450,798,221,21,270,678,582,549,
203,376,731,701,167,158,760,175,86,907,
536,76,728,788,565,658,154,150,143,583,
971,974,220,69,229,448,703,646,325,588,
618,37,653,553,517,370,366,132,480,741,
100,240,486,539,692,338,217,65,121,700,
320,121,202,757,76,160,130,727,185,651,
214,629,810,823,694,719,493,715,439,963,
150,649,503,73,646,121,267,299,145,63,
87,267,180,934,134,146,477,767,129,208,
76,697,282,587,976,211,161,751,84,598,
139,920,98,232,770,608,498,188,112,630,
100,12,158,494,82,256,256,309,238,85,
630,804,673,627,279,279,701,782,82,748,
701,9,447,733,201,227,289,143,438,486,
52,504,218,666,392,596,900,475,476,104,
609,347,676,308,986,277,796,662,660,82,
983,856,748,901,761,796,229,885,37,235,
367,345,356,864,672,403,988,555,760,512,
430,775,658,960,848,775,141,403,569,80,
673,366,751,760,879,743,635,422,903,349,
288,563,49,792,137,539,691,611,251,145,
21,395,308,497,979,823,585,807,865,915,
719,776,592,985,166,754,827,541,827,789,
682,406,295,408,403,938,503,640,487,760,
967,313,529,593,852,695,100,7,429,389,
992,153,856,270,337,649,526,61,570,517,
812,165,733,128,773,374,276,277,843,612,
975,157,177,13,65,745,640,283,618,390,
316,288,864,513,734,341,553,783,118,194,
341,562,83,144,574,443,844,309,334,689,
645,810,5,81,339,422,166,418,635,207,
831,880,860,887,210,126,632,623,615,882,
795,51,820,148,675,10,525,577,660,235,
315,581,911,658,284,157,499,735,483,895,
543,544,256,65,447,595,827,997,536,185,
242,309,96,350,218,335,797,569,989,523,
138,210,151,843,478,700,421,242,714,100,
747,593,972,539,512,65,974,791,438,504,
460,532,261,900,125,644,864,19,620,208,
11,831,407,269,397,531,697,701,768,234,
381,669,333,663,147,347,457,956,15,843,
387,456,836,143,406,355,159,550,189,988,
790,580,30,735,722,314,688,387,983,889,
232,202,140,514,292,918,189,477,91,393,
160,156,260,168,302,301,843,16,744,563,
124,483,269,314,667,920,373,593,400,571,
707,503,310,774,698,129,124,501,812,113,
425,897,761,307,777,787,443,272,351,362,
615,581,782,896,382,549,312,92,11,578,
741,915,364,919,420,494,185,765,878,56,
365,543,793,46,259,798,859,914,268,430,
545,563,27,753,415,50,944,764,479,842,
563,27,923,715,847,673,406,35,615,547,
319,418,91,327,417,324,829,883,532,793,
26,146,651,453,541,614,551,549,939,561,
525,133,599,505,477,272,665,251,828,918,
413,745,586,320,27,873,633,206,186,583,
280,721,556,167,314,568,462,695,54,34,
602,806,338,516,493,370,5,452,838,584,
147,496,585,725,107,27,603,356,26,951,
657,388,462,307,557,618,355,598,568,866,
829,265,268,605,443,962,58,120,894,260,
9,170,369,344,987,735,340,242,765,16,
68,152,767,762,85,74,135,10,950,929,
611,650,511,335,979,603,478,226,304,184,
614,279,190,550,938,769,78,168,32,476,
183,17,338,192,818,371,881,823,859,783,
420,793,214,965,869,39,736,429,740,913,
622,666,313,902,806,934,525,403,526,155,
622,104,914,583,596,791,578,119,694,212,
180,848,408,150,425,671,811,229,218,36,
774,341,404,913,916,429,454,103,868,501,
248,731,567,375,108,749,461,109,388,746,
220,385,741,216,260,350,948,995,163,771,
806,48,181,798,388,357,191,731,565,205,
754,948,398,166,346,584,786,87,751,371,
340,785,795,51,989,701,382,962,378,120,
335,477,582,894,296,433,365,171,44,11,
851,37,199,691,672,254,277,386,288,997,
336,362,907,701,792,424,980,296,918,52,
494,548,752,707,150,766,854,994,106,967,
515,77,871,925,829,466,820,459,231,732,
106,2,760,547,591,505,187,623,869,273,
100,696,354,118,694,700,518,355,803,900,
920,515,243,206,904,142,81,204,913,463,
730,273,203,951,276,11,73,666,994,653,
268,878,453,653,807,673,114,49,417,925,
271,971,212,173,799,511,359,609,505,553,
939,446,888,17,316,827,586,954,509,150,
287,700,522,674,245,909,458,29,116,600,
633,457,232,794,1001,971,127,847,689,593,
880,793,149,427,217,750,486,554,38,768,
214,308,662,789,4,312,834,662,475,933,
359,472,311,345,239,849,785,664,843,197,
877,477,953,522,957,423,917,303,289,590,
829,265,191,236,298,978,350,849,29,612,
197,909,512,362,481,783,928,494,402,331,
641,579,242,649,412,827,608,973,392,384,
258,996,820,640,86,779,574,231,49,726,
497,135,143,401,647,300,310,239,960,580,
838,376,340,550,492,932,201,246,259,214,
225,960,791,503,53,624,722,74,658,153,
344,697,262,487,295,651,535,123,168,727,
229,140,782,109,808,377,860,999,266,539,
4,54,556,224,184,885,46,999,398,683,
780,896,471,696,599,248,990,84,140,9,
605,105,670,188,967,451,44,248,567,628,
753,406,223,621,577,501,409,993,935,721,
282,486,148,574,700,92,436,847,995,639,
479,129,263,623,145,754,919,419,639,35,
508,559,413,170,738,370,507,128,437,36,
712,350,267,939,423,753,320,386,980,4,
206,599,436,680,829,559,945,280,860,756,
139,960,566,273,547,606,143,712,712,181,
922,514,517,38,276,527,913,178,99,421,
968,662,248,646,23,218,379,390,693,134,
477,211,567,316,302,165,155,886,558,335,
527,599,712,169,931,963,221,840,848,514,
520,71,758,459,315,660,108,954,219,53,
70,226,432,855,261,699,684,263,934,819,
107,159,917,716,368,391,592,388,370,436,
955,581,702,119,635,250,457,175,403,84,
879,674,615,374,149,702,770,369,427,107,
134,616,106,90,101,254,566,559,583,596,
768,175,375,913,268,295,385,34,768,149,
623,774,806,909,981,581,681,895,904,270,
538,974,429,390,37,45,852,582,37,606,
784,451,492,455,803,890,983,666,225,682,
992,239,208,868,262,117,620,547,940,377,
151,110,574,37,775,262,583,44,235,53,
269,941,338,256,49,449,751,853,442,908,
932,322,135,956,752,4,926,645,740,734,
682,499,736,688,707,781,783,166,314,878,
434,242,676,221,677,424,915,519,907,487,
911,306,726,808,742,517,991,627,841,189,
713,696,93,726,327,442,621,674,127,908,
84,536,27,714,801,706,253,609,473,332,
156,283,544,970,956,196,17,769,163,767,
649,7,384,426,485,653,865,536,736,355,
552,792,7,586,857,697,231,745,998,311,
242,897,189,53,257,88,556,281,592,117,
60,132,79,382,93,762,976,112,337,704,
306,716,682,221,879,241,764,690,401,213,
847,498,249,168,768,979,911,241,932,54,
156,545,475,428,183,807,151,235,120,272,
456,317,281,172,175,280,763,80,505,977,
216,249,248,153,294,204,924,292,398,237,
212,720,7,341,125,209,964,216,157,655,
43,381,14,83,830,330,791,257,76,944,
583,433,833,618,525,622,616,327,514,738,
93,609,980,179,225,400,344,993,379,429,
165,484,832,996,839,887,716,393,266,746,
63,439,944,960,736,142,611,609,905,947,
993,753,718,154,580,200,877,513,183,394,
67,777,410,918,707,271,129,380,763,205,
799,63,403,656,597,248,269,897,709,201,
550,716,547,950,166,79,58,185,383,594,
227,739,280,555,722,41,607,859,244,410,
929,3,588,770,444,234,178,153,828,747,
623,853,88,351,650,203,730,882,257,968,
75,328,663,717,393,831,684,123,730,803,
185,50,529,769,963,389,671,235,707,291,
77,512,358,965,603,913,81,569,5,220,
531,581,968,572,539,813,465,604,336,889,
181,572,462,781,701,614,928,447,843,268,
391,213,450,563,845,992,635,81,946,389,
496,477,598,594,389,749,76,963,118,659,
828,189,96,482,270,4,94,883,53,951,
575,914,572,900,993,823,318,993,236,908,
369,800,842,48,156,875,360,692,489,988,
74,161,209,197,239,298,218,5,586,393,
933,573,101,640,373,490,21,328,601,934,
157,272,469,701,361,570,249,620,746,724,
200,79,628,322,843,222,110,709,835,920,
595,841,629,61,142,681,522,375,642,49,
951,159,691,535,882,194,797,315,690,584,
511,38,216,181,367,744,394,515,362,32,
50,124,970,287,500,947,979,607,883,298,
599,316,646,146,443,878,409,502,936,575,
600,366,732,342,709,654,266,713,371,512,
106,41,136,456,879,615,265,721,31,47,
473,126,694,52,286,360,416,691,1,577,
52,952,14,499,303,545,952,908,968,233,
941,190,451,806,164,874,214,77,102,258,
840,962,731,492,169,509,444,15,881,941,
24,352,143,921,415,928,877,755,358,903,
74,546,193,683,339,699,971,842,355,958,
52,342,975,1000,24,252,771,369,389,891,
186,913,530,381,974,171,271,510,101,695,
670,165,958,179,675,907,171,521,335,396,
931,327,911,769,722,825,345,289,962,281,
690,435,16,478,999,808,94,815,926,768,
434,684,308,457,400,136,884,90,304,747,
800,734,732,171,94,871,692,127,237,737,
518,363,389,529,648,829,592,319,380,356,
289,260,59,864,751,912,639,740,373,108,
494,845,528,118,89,448,371,892,946,536,
716,425,93,752,263,819,882,724,96,237,
989,650,866,381,916,1000,564,165,740,430,
317,651,685,250,749,572,338,755,763,474,
486,678,99,718,37,17,55,742,36,825,
39,406,517,461,289,71,367,837,459,175,
67,575,365,191,241,968,709,196,301,692,
135,852,655,747,439,895,165,303,833,961,
820,451,61,420,262,406,729,85,95,210,
588,832,641,656,537,774,782,294,184,108,
338,659,289,91,742,673,791,888,439,311,
524,416,625,850,472,58,653,25,601,269,
205,352,982,31,8,641,793,694,492,844,
414,554,480,128,566,764,163,6,842,579,
333,158,249,813,185,985,514,261,282,50,
782,329,429,313,931,559,437,572,430,500,
824,872,788,107,549,489,346,746,582,810,
770,833,105,444,218,810,322,810,566,925,
655,224,897,168,905,896,813,497,823,200,
844,19,558,315,673,651,517,59,212,139,
277,483,131,25,271,853,985,171,377,384,
178,837,908,112,835,720,597,345,494,21,
777,780,594,908,752,485,617,94,618,15,
858,537,788,146,377,925,585,265,924,406,
733,585,288,827,326,368,70,558,579,420,
45,168,518,618,48,121,269,729,944,146,
533,736,997,667,596,838,234,724,992,132,
240,469,86,530,112,491,939,148,226,146,
588,844,183,631,777,365,621,397,602,141,
139,15,625,452,17,975,218,525,232,400,
66,979,207,466,951,265,354,957,127,185,
987,202,893,581,108,163,584,20,766,485,
727,678,594,775,357,82,163,831,953,827,
817,365,151,914,359,9,48,191,266,758,
492,815,238,485,587,365,212,416,475,641,
129,661,280,75,127,260,373,690,820,81,
586,968,604,344,884,321,319,616,934,655,
732,948,441,821,225,704,485,251,346,101,
979,193,917,33,335,401,538,36,354,178,
211,368,688,683,157,388,43,879,140,468,
805,6,316,220,388,141,390,249,318,502,
4,306,328,934,71,853,790,55,735,971,
637,294,297,445,817,361,93,99,464,232,
778,241,263,235,630,777,840,276,526,959,
440,546,330,536,423,286,734,18,354,300,
919,801,699,706,612,168,371,171,412,570,
513,467,602,217,481,381,60,466,480,842,
886,274,872,338,272,927,183,139,7,73,
592,258,46,191,164,179,342,31,10,728,
494,900,783,714,785,161,839,680,45,301,
150,336,479,469,160,92,325,95,115,2,
180,497,990,532,738,634,212,714,816,540,
508,746,90,873,128,746,870,426,881,524,
967,812,517,767,264,910,721,994,644,462,
576,705,232,298,133,814,332,998,69,996,
180,671,744,63,49,77,884,893,178,871,
943,363,980,958,339,369,360,4,370,852,
50,860,984,96,200,853,312,491,721,499,
375,54,130,596,448,604,717,796,192,907,
517,592,349,429,759,667,554,34,506,237,
92,947,2,287,649,16,882,311,796,342,
956,371,473,949,327,552,378,458,976,510,
419,122,473,857,199,361,812,419,162,47,
17,687,218,598,138,985,174,736,384,343,
106,306,317,52,728,967,885,373,357,266,
907,816,196,408,257,645,398,967,73,865,
959,96,881,155,242,156,710,993,469,935,
574,82,816,620,163,418,695,765,701,430,
172,632,595,271,121,505,521,536,824,703,
411,411,981,348,484,688,72,845,521,523,
362,673,448,274,348,385,324,734,995,921,
249,511,244,682,131,225,971,15,865,760,
287,354,587,663,168,788,407,161,505,802,
376,508,483,730,24,131,674,209,825,184,
423,457,129,741,164,807,476,167,780,963,
101,583,518,357,267,956,992,424,919,773,
199,907,93,162,515,880,422,750,241,4,
821,926,618,133,468,329,955,811,529,941,
750,881,392,269,396,486,67,332,514,778,
761,900,884,79,915,903,221,145,148,338,
250,394,919,835,720,944,362,981,149,238,
399,858,831,559,19,375,232,445,559,472,
829,983,928,166,593,130,89,134,100,551,
455,298,980,432,939,470,182,211,430,743,
828,760,618,688,892,665,154,343,587,987,
345,643,563,992,512,362,559,105,514,398,
586,93,859,732,10,355,650,496,221,249,
362,750,856,764,735,317,45,601,286,589,
890,255,824,805,436,331,431,183,207,607,
188,368,932,662,510,579,867,280,923,145,
227,681,319,842,318,935,166,757,731,730,
350,727,587,103,231,119,141,962,950,246,
137,508,137,833,607,583,329,896,578,185,
770,780,578,480,337,49,231,457,580,223,
221,728,129,917,200,81,750,9,402,590,
743,261,835,18,338,60,536,243,383,866,
482,349,759,28,668,246,397,699,73,361,
261,163,74,551,596,872,153,792,91,492,
77,686,538,874,85,579,583,471,428,196,
8,678,158,295,358,657,549,892,103,548,
944,988,722,806,906,608,182,138,227,631,
98,234,239,788,871,603,3,271,414,774,
850,423,544,310,356,83,542,661,22,846,
576,870,224,839,132,651,734,834,294,804,
74,62,574,124,922,497,716,859,550,308,
603,696,270,490,858,444,930,381,81,896,
369,159,882,227,462,159,404,936,188,680,
364,219,224,369,764,272,24,136,701,316,
786,490,27,371,99,696,412,587,416,834,
41,1,166,812,877,128,152,807,199,676,
931,612,335,897,357,559,170,913,166,561,
448,444,630,813,481,589,483,745,417,751,
69,1000,827,312,89,38,110,545,678,158,
151,381,48,176,774,332,466,354,912,632,
800,616,271,680,123,520,181,180,835,681,
498,819,579,998,638,54,159,609,62,879,
672,291,68,880,949,173,53,267,385,30,
384,751,911,784,590,793,229,852,930,101,
815,988,55,561,899,499,714,910,358,385,
433,687,814,877,351,448,124,959,674,507,
57,947,801,515,533,969,320,419,520,998,
361,39,497,600,780,421,659,982,557,718,
699,666,8,998,129,305,466,619,73,339,
233,914,644,668,525,346,817,481,338,509,
198,780,892,504,503,184,58,948,801,203,
954,155,907,26,178,958,984,973,174,902,
977,903,646,986,937,314,910,259,991,164,
803,267,74,111,380,657,436,931,596,39,
741,115,694,443,344,163,164,696,439,112,
844,665,518,237,335,657,393,154,58,732,
705,411,140,540,283,47,217,728,113,487,
316,199,199,98,478,38,300,796,793,936,
238,814,122,334,328,554,290,975,278,658,
501,570,164,894,873,189,708,344,473,609,
477,360,326,284,739,995,502,672,445,306,
219,19,938,194,630,12,435,124,119,803,
381,79,435,800,835,442,609,99,868,984,
149,661,155,508,855,655,138,417,302,840,
685,516,663,947,707,85,969,913,546,65,
538,145,530,517,114,551,807,37,11,496,
911,48,352,469,363,862,564,887,974,831,
811,880,15,522,383,726,243,373,796,877,
879,218,936,804,113,619,24,697,256,243,
42,481,570,147,712,114,780,195,261,808,
763,334,204,411,675,812,718,957,327,693,
892,537,780,662,114,572,395,870,928,427,
457,284,73,76,469,583,961,832,210,556,
629,155,830,270,797,908,443,66,159,879,
100,544,750,571,437,234,715,721,724,25,
87,621,242,93,605,92,677,340,922,73,
908,599,206,8,944,871,170,47,354,992,
512,367,330,80,5,706,590,241,22,749,
876,349,524,383,204,43,880,549,241,989,
485,458,897,136,72,806,131,486,426,200,
497,50,902,984,344,821,624,456,318,953,
789,338,716,300,474,656,861,264,413,266,
694,474,751,257,67,228,90,314,675,317,
647,226,281,690,794,333,26,54,455,249,
436,542,105,801,198,548,311,406,136,969,
250,311,429,9,370,720,110,299,152,160,
983,236,152,26,777,152,217,555,946,106,
29,57,66,712,294,423,82,988,110,689,
18,304,844,763,652,306,947,577,890,408,
943,892,231,291,730,541,741,498,13,887,
249,17,951,580,724,720,800,723,527,822,
59,727,762,849,45,689,216,282,105,755,
247,651,302,29,430,246,893,865,479,3,
21,686,80,739,138,261,462,790,839,989,
804,978,951,663,314,291,870,549,856,877,
643,791,908,612,766,496,567,910,979,49,
379,699,284,711,305,430,872,696,266,185,
478,740,99,662,331,73,278,510,294,106,
179,152,795,147,199,422,907,799,672,621,
640,983,8,271,509,32,783,576,653,317,
183,844,436,851,991,522,438,268,42,929,
239,304,104,89,365,664,909,94,615,290,
645,43,748,691,373,341,898,151,928,364,
716,750,576,227,700,895,788,669,768,322,
963,415,35,439,749,339,198,350,693,29,
168,579,214,490,287,453,616,704,394,217,
396,96,710,275,464,972,814,447,381,383,
582,730,535,622,822,96,888,874,689,160,
637,314,582,967,441,28,483,853,989,981,
345,782,936,100,757,378,230,689,836,868,
884,72,860,124,31,753,70,556,833,572,
683,744,140,113,864,623,896,456,94,833,
676,685,980,747,622,127,391,526,924,425,
732,300,331,358,384,421,39,622,29,105,
364,503,703,547,398,753,270,166,472,706,
643,791,273,23,278,733,687,156,673,305,
651,936,831,62,849,567,566,749,431,127,
944,934,740,277,298,178,352,950,697,405,
543,604,776,532,926,469,8,829,724,584,
802,96,274,659,421,970,366,430,714,955,
902,294,118,148,278,781,666,715,954,605,
908,13,144,416,975,62,23,181,56,651,
477,510,306,603,841,608,164,9,129,978,
151,534,35,791,807,204,827,229,21,203,
219,357,27,480,702,67,809,798,869,306,
959,145,290,461,210,849,729,240,92,447,
523,983,654,467,67,65,653,469,16,65,
339,628,874,749,32,378,513,269,18,581,
31,683,752,772,353,37,240,300,762,331,
378,554,642,826,759,166,918,833,519,753,
675,986,118,820,584,718,281,949,741,560,
410,105,361,792,816,169,361,388,197,469,
604,151,743,697,538,199,102,624,534,711,
390,18,410,256,89,198,530,247,975,662,
596,255,241,965,545,453,844,661,127,160,
323,702,966,820,445,390,201,342,26,893,
943,429,585,204,898,901,885,200,629,364,
961,910,191,523,518,657,728,693,554,238,
161,228,454,288,281,700,205,358,974,927,
939,789,585,999,622,514,196,389,632,334,
100,839,155,839,111,653,750,289,214,55,
995,348,533,790,100,807,988,412,824,232,
532,645,969,886,900,683,356,928,990,966,
219,488,106,313,718,673,678,299,754,66,
44,977,70,565,417,138,908,848,259,612,
518,533,948,493,613,500,908,673,734,457,
126,702,173,55,966,294,142,31,113,10,
4,570,568,144,801,757,691,17,430,69,
984,987,159,19,818,665,135,561,666,933,
795,828,843,154,288,641,903,438,794,798,
215,148,742,33,859,922,785,232,440,328,
356,661,743,959,873,138,381,979,200,312,
661,290,809,745,399,273,336,967,135,840,
736,154,420,865,663,723,74,135,967,97,
413,752,931,318,86,121,407,195,170,125,
866,621,364,659,952,820,67,523,904,23,
219,140,679,137,77,972,57,761,582,318,
281,46,166,316,710,859,185,85,776,814,
189,127,827,216,592,406,593,145,118,710,
344,460,466,327,232,505,724,75,187,284,
298,50,331,547,404,197,273,642,642,408,
686,400,590,423,216,52,62,26,955,662,
118,957,343,836,28,722,531,422,608,766,
24,172,339,828,665,879,871,713,505,710,
16,482,796,628,880,939,679,1001,483,881,
629,728,895,981,659,930,247,860,424,667,
829,785,731,962,882,934,577,155,779,419,
902,856,351,637,677,550,500,588,30,174,
592,801,972,554,667,904,182,768,109,200,
56,598,841,573,967,219,245,247,754,745,
211,46,762,999,378,233,819,916,377,297,
954,694,117,134,636,570,468,434,397,777,
319,515,345,883,681,147,579,201,320,528,
963,835,843,76,453,27,454,912,618,85,
18,398,363,669,942,577,942,709,278,330,
793,401,400,819,757,842,476,93,33,581,
565,806,905,734,543,19,998,828,961,652,
883,401,92,722,902,53,219,894,38,447,
460,235,308,729,665,836,253,992,287,959,
629,883,196,216,35,912,219,950,765,992,
60,717,733,32,545,697,957,957,831,447,
539,716,833,242,866,179,609,608,872,247,
731,723,382,81,782,406,697,265,822,938,
33,627,632,66,265,816,385,940,112,114,
372,638,95,512,748,289,553,325,381,31,
619,769,589,900,990,218,411,382,211,927,
288,905,90,950,675,287,889,320,148,270,
42,489,234,117,998,285,868,181,453,882,
977,311,858,484,222,207,156,249,731,182,
178,41,562,350,989,905,372,91,219,894,
166,845,7,562,134,115,411,136,943,314,
50,931,744,612,909,189,388,915,46,308,
171,401,280,323,574,866,632,977,109,548,
397,3,154,694,605,249,798,941,339,406,
115,482,325,965,138,176,864,116,382,21,
997,878,840,728,875,199,832,211,732,516,
425,906,853,75,514,527,523,691,694,107,
16,205,245,495,506,756,823,336,98,284,
494,76,276,258,500,833,317,543,144,12,
494,990,574,974,581,116,345,375,997,9,
557,471,390,84,763,810,816,563,735,221,
339,969,437,155,446,790,548,948,27,217,
884,502,76,121,742,90,825,911,101,466,
291,755,658,935,948,407,243,301,448,347,
324,674,977,884,617,767,511,146,354,708,
550,235,31,501,617,595,821,594,994,374,
452,998,145,659,806,444,260,682,629,196,
685,384,225,128,553,506,158,901,280,943,
575,68,475,52,986,897,926,510,17,111,
580,422,721,990,70,255,813,535,418,628,
425,891,100,652,570,691,250,10,670,807,
219,386,374,29,172,259,454,781,78,606,
23,355,373,428,354,389,343,96,520,344,
973,48,487,995,827,840,182,667,775,455,
51,452,688,623,265,443,278,651,444,569,
552,410,247,607,195,805,118,773,770,895,
